Respondent ID,Start Date,Do you think you will participate in the 2020 presidential primary?,What best describes your political beliefs?,Are you a registered voter?,Which race/ethnicity best describes you? (Please choose only one.),Who do you think you will vote for in the 2020 general election?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following potential Democratic primary contenders have you ever heard of?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates would you not be satisfied with in the event they became the Democratic nominee?,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely win an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,Which of the following candidates do you think would likely lose an election against President Donald Trump? Check any that apply.,In what ZIP code is your home located? (enter 5-digit ZIP code; for example 00544 or 94305),Age,Gender,Household Income,Region,Device Type
11399779174,2020-03-06 22:40:42,Yes I will likely vote in my state's Republican primary or caucus,Very conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,Rep. Tulsi Gabbard,,,82401,45-60,Male,$75000-$99999,Mountain,iOS Phone / Tablet
11399778107,2020-03-06 22:41:44,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,Rep. Tulsi Gabbard,,,23059,45-60,Female,$200000+,South Atlantic,iOS Phone / Tablet
11399778106,2020-03-06 22:38:13,Yes I will likely vote in my state's Democratic primary or caucus,Slightly liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,,,61705,18-29,Male,$10000-$24999,East North Central,Android Phone / Tablet
11399777001,2020-03-06 22:40:43,Yes I will likely vote in my state's Democratic primary or caucus,Very liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,97401,> 60,Male,$0-$9999,Pacific,Windows Desktop / Laptop
11399776575,2020-03-06 22:38:41,Yes I will likely vote in my state's Republican primary or caucus,Moderately conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,65775,> 60,Female,$50000-$74999,West North Central,iOS Phone / Tablet
11399776320,2020-03-06 22:40:23,Yes I will likely vote in my state's Republican primary or caucus,Moderately conservative,Yes,White or Caucasian,Probably the Democratic nominee,,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,,Rep. Tulsi Gabbard,,,,Rep. Tulsi Gabbard,,,,,Sen. Bernie Sanders,,8081,18-29,Female,$50000-$74999,Middle Atlantic,iOS Phone / Tablet
11399776157,2020-03-06 22:35:33,I don't know or I'd rather not say,Slightly liberal,Yes,Black or African American,I'm not sure at this time,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,94610,45-60,Female,$75000-$99999,Pacific,iOS Phone / Tablet
11399775383,2020-03-06 22:37:35,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,97321,18-29,Female,$10000-$24999,Pacific,Android Phone / Tablet
11399775312,2020-03-06 22:38:05,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,Moderately liberal,No,White or Caucasian,Neither / I don't intend to vote.,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,,,97624,18-29,Female,$10000-$24999,Pacific,Android Phone / Tablet
11399774513,2020-03-06 22:38:38,Yes I will likely vote in my state's Republican primary or caucus,Moderately conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,,,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,Fmr. V.P. Joe Biden,,,,94547,> 60,Female,Prefer not to answer,Pacific,MacOS Desktop / Laptop
11399774377,2020-03-06 22:38:38,Yes I will likely vote in my state's Republican primary or caucus,Moderately conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,75252,> 60,Female,$50000-$74999,West South Central,Windows Desktop / Laptop
11399772414,2020-03-06 22:31:35,I don't know or I'd rather not say,Slightly conservative,Yes,White or Caucasian,I'm not sure at this time,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,84078,30-44,Female,$125000-$149999,Mountain,Android Phone / Tablet
11399772338,2020-03-06 22:37:00,Yes I will likely vote in my state's Democratic primary or caucus,Very liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,54960,> 60,Male,$100000-$124999,East North Central,Windows Desktop / Laptop
11399772336,2020-03-06 22:35:31,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,Asian or Asian American,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,92708,30-44,Male,Prefer not to answer,Pacific,Android Phone / Tablet
11399772320,2020-03-06 22:35:37,Yes I will likely vote in my state's Republican primary or caucus,Moderately conservative,No,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,7885,18-29,Female,$50000-$74999,Middle Atlantic,Android Phone / Tablet
11399771760,2020-03-06 22:35:39,Yes I will likely vote in my state's Republican primary or caucus,Slightly conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,14226,18-29,Female,$10000-$24999,Middle Atlantic,iOS Phone / Tablet
11399771114,2020-03-06 22:31:07,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,Moderately liberal,No,White or Caucasian,Neither / I don't intend to vote.,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,,,49464,18-29,Female,$50000-$74999,East North Central,iOS Phone / Tablet
11399770148,2020-03-06 22:34:10,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,,,,,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,94116,18-29,Male,$125000-$149999,Pacific,iOS Phone / Tablet
11399769865,2020-03-06 22:33:38,Yes I will likely vote in my state's Democratic primary or caucus,Very liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,47106,45-60,Male,$50000-$74999,East North Central,iOS Phone / Tablet
11399769101,2020-03-06 22:33:54,I don't know or I'd rather not say,Neither liberal nor conservative,Yes,Hispanic or Latino,I'm not sure at this time,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,95341,18-29,Male,$25000-$49999,Pacific,Android Phone / Tablet
11399768602,2020-03-06 22:32:27,Yes I will likely vote in my state's Republican primary or caucus,Neither liberal nor conservative,Yes,Black or African American,I'm not sure at this time,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,,,93955,18-29,Female,$10000-$24999,Pacific,iOS Phone / Tablet
11399768275,2020-03-06 22:27:20,Yes I will likely vote in my state's Republican primary or caucus,Very conservative,Yes,Black or African American,Probably the Republican nominee,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,67220,18-29,Female,$0-$9999,West North Central,Android Phone / Tablet
11399767878,2020-03-06 22:32:26,Yes I will likely vote in my state's Democratic primary or caucus,I don't know or I'd rather not say,No,Asian or Asian American,Probably the Democratic nominee,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,,,,,Sen. Bernie Sanders,,,,,,92507,18-29,Female,$0-$9999,Pacific,iOS Phone / Tablet
11399767673,2020-03-06 22:31:26,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,Neither liberal nor conservative,Yes,White or Caucasian,Neither / I don't intend to vote.,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,87124,45-60,Male,$100000-$124999,Mountain,Android Phone / Tablet
11399767431,2020-03-06 22:31:25,Yes I will likely vote in my state's Republican primary or caucus,Moderately conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,Rep. Tulsi Gabbard,,,,,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,95648,45-60,Female,$125000-$149999,Pacific,Android Phone / Tablet
11399766722,2020-03-06 22:31:13,Yes I will likely vote in my state's Republican primary or caucus,Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,56560,30-44,Female,$10000-$24999,West North Central,Android Phone / Tablet
11399764197,2020-03-06 22:23:13,I don't know or I'd rather not say,Neither liberal nor conservative,Yes,Black or African American,I'm not sure at this time,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,,,32771,> 60,Female,$50000-$74999,South Atlantic,iOS Phone / Tablet
11399763764,2020-03-06 22:28:14,Yes I will likely vote in my state's Republican primary or caucus,Moderately conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,83404,18-29,Male,$10000-$24999,Mountain,iOS Phone / Tablet
11399763439,2020-03-06 22:29:41,I don't know or I'd rather not say,I don't know or I'd rather not say,Yes,Another race,I'm not sure at this time,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,,,,,,,,,,,,,,,19801,45-60,Female,$10000-$24999,South Atlantic,Android Phone / Tablet
11399763199,2020-03-06 22:29:43,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,20910,> 60,Male,$100000-$124999,South Atlantic,Android Phone / Tablet
11399762747,2020-03-06 22:27:59,Yes I will likely vote in my state's Republican primary or caucus,Very conservative,Yes,Black or African American,Probably the Republican nominee,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,36605,30-44,Female,$25000-$49999,East South Central,Android Phone / Tablet
11399762680,2020-03-06 22:26:39,Yes I will likely vote in my state's Democratic primary or caucus,Very liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,,,,53182,30-44,Female,$0-$9999,East North Central,iOS Phone / Tablet
11399762600,2020-03-06 22:29:41,Yes I will likely vote in my state's Democratic primary or caucus,Very liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,,,,,,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,18951,> 60,Female,$50000-$74999,Middle Atlantic,Windows Desktop / Laptop
11399759000,2020-03-06 22:26:37,Yes I will likely vote in my state's Republican primary or caucus,Very conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,33498,> 60,Male,$175000-$199999,South Atlantic,Windows Desktop / Laptop
11399756937,2020-03-06 22:23:33,Yes I will likely vote in my state's Democratic primary or caucus,Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,87010,45-60,Male,$50000-$74999,Mountain,iOS Phone / Tablet
11399754910,2020-03-06 22:22:30,Yes I will likely vote in my state's Democratic primary or caucus,Neither liberal nor conservative,Yes,White or Caucasian,I'm not sure at this time,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,66212,18-29,Male,$0-$9999,West North Central,iOS Phone / Tablet
11399754207,2020-03-06 22:23:05,Yes I will likely vote in my state's Democratic primary or caucus,Very liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,,,94585,> 60,Female,$100000-$124999,Pacific,Android Phone / Tablet
11399753676,2020-03-06 22:19:03,Yes I will likely vote in my state's Democratic primary or caucus,Moderately conservative,Yes,Hispanic or Latino,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,88220,30-44,Male,$25000-$49999,Mountain,iOS Phone / Tablet
11399751985,2020-03-06 22:20:46,Yes I will likely vote in my state's Republican primary or caucus,Slightly conservative,Yes,White or Caucasian,I'm not sure at this time,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,78216,> 60,Male,$125000-$149999,West South Central,MacOS Desktop / Laptop
11399751758,2020-03-06 22:20:24,Yes I will likely vote in my state's Republican primary or caucus,Moderately liberal,Yes,Asian or Asian American,Probably the Democratic nominee,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,,,,,Sen. Bernie Sanders,,2580,18-29,Female,$0-$9999,,iOS Phone / Tablet
11399751212,2020-03-06 22:20:07,I don't know or I'd rather not say,I don't know or I'd rather not say,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,,,68116,30-44,Female,$25000-$49999,West North Central,iOS Phone / Tablet
11399750738,2020-03-06 22:19:56,Yes I will likely vote in my state's Democratic primary or caucus,Very liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,62901,> 60,Female,$125000-$149999,East North Central,iOS Phone / Tablet
11399750441,2020-03-06 22:25:42,Yes I will likely vote in my state's Republican primary or caucus,Slightly conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,70360,30-44,Male,$125000-$149999,West South Central,Android Phone / Tablet
11399748825,2020-03-06 22:16:28,Yes I will likely vote in my state's Republican primary or caucus,Slightly liberal,Yes,White or Caucasian,I'm not sure at this time,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,84067,45-60,Female,$100000-$124999,Mountain,Android Phone / Tablet
11399748754,2020-03-06 22:17:35,Yes I will likely vote in my state's Democratic primary or caucus,Neither liberal nor conservative,Yes,Asian or Asian American,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,,,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,92626,45-60,Male,$200000+,Pacific,Android Phone / Tablet
11399747973,2020-03-06 22:17:38,Yes I will likely vote in my state's Democratic primary or caucus,Very conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,,,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,,,Sen. Bernie Sanders,,26757,45-60,Male,$75000-$99999,South Atlantic,Windows Desktop / Laptop
11399747814,2020-03-06 22:15:33,Yes I will likely vote in my state's Democratic primary or caucus,Neither liberal nor conservative,Yes,Asian or Asian American,I'm not sure at this time,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,20151,18-29,Male,$50000-$74999,South Atlantic,Android Phone / Tablet
11399746500,2020-03-06 22:01:14,Yes I will likely vote in my state's Republican primary or caucus,Slightly conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,85381,18-29,Male,$10000-$24999,Mountain,iOS Phone / Tablet
11399746307,2020-03-06 22:15:38,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,Moderately liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,92327,30-44,Male,$10000-$24999,Pacific,Android Phone / Tablet
11399745903,2020-03-06 22:12:59,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,I don't know or I'd rather not say,Unsure / Don’t know,Another race,I'm not sure at this time,,,,I have not heard of any of these people,,,,I have not heard of any of these people,,,,I have not heard of any of these people,,,,I have not heard of any of these people,,,,,544,18-29,Male,Prefer not to answer,Middle Atlantic,Android Phone / Tablet
11399745660,2020-03-06 22:16:10,Yes I will likely vote in my state's Democratic primary or caucus,Slightly liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,,,,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,55803,45-60,Female,$25000-$49999,West North Central,Windows Desktop / Laptop
11399744367,2020-03-06 22:15:09,Yes I will likely vote in my state's Republican primary or caucus,Moderately liberal,Yes,Black or African American,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,,,,,,,,Fmr. V.P. Joe Biden,,,,,,,,885,30-44,Female,$50000-$74999,,iOS Phone / Tablet
11399744231,2020-03-06 22:12:57,Yes I will likely vote in my state's Democratic primary or caucus,Very liberal,Yes,White or Caucasian,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,Fmr. V.P. Joe Biden,,,,,Rep. Tulsi Gabbard,,,90027,30-44,Female,$25000-$49999,Pacific,iOS Phone / Tablet
11399743663,2020-03-06 22:14:01,Yes I will likely vote in my state's Democratic primary or caucus,Slightly liberal,Yes,Asian or Asian American,Probably the Democratic nominee,Fmr. V.P. Joe Biden,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,94610,18-29,Male,$50000-$74999,Pacific,iOS Phone / Tablet
11399742944,2020-03-06 22:14:03,Yes I will likely vote in my state's Republican primary or caucus,Very conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,91913,45-60,Male,$125000-$149999,Pacific,Windows Desktop / Laptop
11399742727,2020-03-06 22:12:58,Yes I will likely vote in my state's Republican primary or caucus,Very conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,Fmr. V.P. Joe Biden,,,,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,,,44663,30-44,Male,$25000-$49999,East North Central,iOS Phone / Tablet
11399742398,2020-03-06 22:09:52,Yes I will likely vote in my state's Democratic primary or caucus,Moderately conservative,Yes,Black or African American,Probably the Democratic nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,38126,45-60,Male,$25000-$49999,East South Central,Android Phone / Tablet
11399741126,2020-03-06 22:11:00,Yes I will likely vote in my state's Republican primary or caucus,Moderately conservative,Yes,White or Caucasian,Probably the Republican nominee,Fmr. V.P. Joe Biden,Rep. Tulsi Gabbard,Sen. Bernie Sanders,,,Rep. Tulsi Gabbard,,,Fmr. V.P. Joe Biden,,,,,,Sen. Bernie Sanders,,Fmr. V.P. Joe Biden,,,,85710,45-60,Male,$10000-$24999,Mountain,iOS Phone / Tablet
11399740836,2020-03-06 22:11:37,No I don't currently plan to vote in a major party's 2020 presidential primary or caucus,Very conservative,Yes,White or Caucasian,Probably the Republican nominee,,,Sen. Bernie Sanders,,,,Sen. Bernie Sanders,,,,,,,,,,,,,,34236,> 60,Female,$10000-$24999,South Atlantic,iOS Phone / Tablet
